Marital_status,Application_mode,Application_order,Course,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Nationality,Attendance
Single,1st phase - general contingent,1,Tourism,Secondary education,133.1,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Services/Retail,98.0,No,No,No,Yes,Male,No,26,No,6,6,0,12.285714285714286,6,12,0,12.2,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,3,Management,Secondary education,135.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Agriculture/Fishery,Services/Retail,121.0,Yes,No,No,Yes,Male,Yes,18,No,5,8,5,12.75,5,7,5,11.5,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,Change of course,1,Journalism and Communication,Secondary education,128.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Industry/Construction,124.2,Yes,No,No,Yes,Male,No,22,No,6,8,3,11.333333333333334,6,14,3,12.333333333333334,15.5,2.8,-4.06,Enrolled,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Secondary education,140.0,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative,Services/Retail,130.0,No,No,No,Yes,Male,No,25,No,6,8,0,12.285714285714286,6,10,0,12.2,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,2,Journalism and Communication,Secondary education,135.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Administrative,136.1,Yes,No,No,Yes,Male,No,19,No,6,9,5,11.4,6,13,5,12.4,8.9,1.4,3.51,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,2,Journalism and Communication,Secondary education,131.0,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Professional/Scientific,Technical,132.8,Yes,No,No,Yes,Male,No,19,No,6,7,6,14.428571428571429,6,7,6,14.571428571428571,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Nursing,Secondary education,131.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Services/Retail,Services/Retail,126.3,No,No,No,Yes,Male,No,19,No,7,9,7,12.492857142857144,8,10,8,11.7125,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Divorced,Over 23 years old,1,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Management/Government,111.5,No,No,No,Yes,Male,No,20,No,8,10,4,11.5,8,13,4,11.0,10.8,1.4,1.74,Dropout,Portuguese,Evening
Married,Over 23 years old,1,Management (evening attendance),Secondary education,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,118.2,No,No,No,Yes,Male,No,20,No,5,7,5,11.2,5,6,5,12.8,7.6,2.6,0.32,Graduate,Portuguese,Evening
Single,1st phase - general contingent,1,Management,Secondary education,124.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Technical,115.6,Yes,No,No,No,Male,No,20,No,5,9,3,12.0,5,7,3,11.0,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,130.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Military,117.8,Yes,No,No,Yes,Male,No,19,No,8,8,7,15.885714285714286,8,8,7,15.885714285714286,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,142.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,127.0,No,No,Yes,No,Male,No,21,No,7,12,4,12.94,7,12,4,11.58,12.4,0.5,1.79,Dropout,Portuguese,Daytime
Married,Over 23 years old,1,Social Service (evening attendance),Secondary education,150.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,140.0,No,No,No,No,Male,No,20,No,6,6,6,14.0,6,6,6,14.166666666666666,9.4,-0.8,-3.12,Graduate,Portuguese,Evening
Married,Over 23 years old,1,Animation and Multimedia Design,Other - 11th year of schooling,110.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Industry/Construction,Industry/Construction,106.0,Yes,No,No,Yes,Male,No,20,No,6,0,0,12.285714285714286,6,0,0,12.2,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Divorced,Over 23 years old,1,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,110.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Services/Retail,151.0,No,No,Yes,No,Male,No,20,No,7,7,0,12.285714285714286,8,8,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,3rd phase - general contingent,1,Management (evening attendance),Secondary education,112.0,Higher Education - Master (2nd cycle),Higher education - degree (1st cycle),Professional/Scientific,Professional/Scientific,106.4,No,No,No,Yes,Male,No,22,No,5,0,0,12.285714285714286,5,0,0,12.2,8.9,1.4,3.51,Dropout,Portuguese,Evening
Married,Over 23 years old,1,Management (evening attendance),Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,125.3,Yes,No,No,Yes,Male,No,20,No,5,8,4,11.25,5,8,3,11.0,7.6,2.6,0.32,Dropout,Portuguese,Evening
Single,Holders of other higher courses,1,Informatics Engineering,Higher education - degree,130.0,Unknown,Unknown,Other,Other,130.0,No,No,No,Yes,Male,No,26,No,5,5,0,12.285714285714286,5,6,0,12.2,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Married,Over 23 years old,1,Social Service (evening attendance),Secondary education,133.1,Unknown,Unknown,Other,Other,116.0,No,No,No,No,Female,No,20,No,6,13,4,11.25,6,12,0,12.2,10.8,1.4,1.74,Dropout,Portuguese,Evening
Married,Over 23 years old,2,Management (evening attendance),Secondary education,150.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,120.0,No,No,No,Yes,Female,No,20,No,5,11,3,10.666666666666666,5,10,4,12.5,9.4,-0.8,-3.12,Enrolled,Portuguese,Evening
Married,Over 23 years old,2,Social Service (evening attendance),Secondary education,133.1,Unknown,Unknown,Student,Student,100.0,Yes,No,No,Yes,Female,No,20,No,6,9,5,11.8,6,10,3,10.666666666666666,7.6,2.6,0.32,Graduate,Portuguese,Evening
Single,Change of course,2,Management,Secondary education,130.0,Unknown,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,118.5,Yes,No,No,Yes,Male,No,23,No,10,8,8,11.625,10,16,10,11.181818181818182,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,Change of course,2,Social Service,Secondary education,129.0,Unknown,8th year of schooling,Student,Services/Retail,118.9,Yes,No,No,Yes,Male,No,22,No,6,11,0,12.285714285714286,5,10,0,12.2,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,2,Communication Design,Secondary education,127.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,119.3,Yes,Yes,No,Yes,Male,Yes,25,No,6,8,4,10.25,6,6,4,11.25,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,Change of course,1,Management (evening attendance),Secondary education,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,135.8,Yes,No,No,Yes,Male,No,25,No,6,16,5,10.8,6,14,5,11.357142857142858,9.4,-0.8,-3.12,Graduate,Portuguese,Evening
Single,Short cycle diploma holders,1,Animation and Multimedia Design,Professional higher technical course,130.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,130.0,Yes,No,No,No,Male,Yes,22,No,6,15,5,12.545454545454543,6,16,11,12.666666666666666,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Agriculture/Fishery,Administrative,129.8,No,No,No,Yes,Male,No,24,Yes,7,7,7,13.571428571428571,6,9,5,13.4,8.9,1.4,3.51,Enrolled,Spanish,Daytime
Single,Over 23 years old,1,Veterinary Nursing,Higher education - bachelor's degree,140.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Military,150.0,No,No,No,Yes,Male,No,20,No,6,0,0,12.285714285714286,6,0,0,12.2,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Married,Over 23 years old,1,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Services/Retail,111.9,Yes,No,No,Yes,Male,No,20,No,5,5,0,12.285714285714286,5,5,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Evening
Single,Over 23 years old,1,Agronomy,Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,150.1,Yes,No,No,Yes,Male,No,20,No,6,9,6,14.77777777777778,6,11,5,12.2,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Machine Operator,130.0,No,No,No,Yes,Male,No,29,No,3,4,0,12.285714285714286,4,8,0,12.2,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,Over 23 years old,2,Informatics Engineering,Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Services/Retail,128.0,No,No,No,Yes,Male,No,30,No,2,2,0,12.285714285714286,2,2,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,Over 23 years old,2,Management,Basic education 2nd cycle (6th/7th/8th year) or equiv.,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,102.5,No,No,No,No,Male,No,26,No,4,4,0,12.285714285714286,5,0,0,12.2,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,Over 23 years old,2,Management (evening attendance),Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,102.5,No,No,No,No,Male,No,27,No,5,10,0,12.285714285714286,5,5,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Evening
Married,Over 23 years old,2,Advertising and Marketing Management,Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,110.0,No,No,No,Yes,Male,Yes,20,No,5,5,5,11.4,5,7,5,11.6,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Military,114.0,No,No,No,Yes,Male,No,29,No,9,13,6,11.666666666666666,7,10,6,10.857142857142858,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Transfer,1,Informatics Engineering,Secondary education,120.0,Unknown,Unknown,Student,Student,128.2,Yes,No,No,Yes,Male,No,20,No,10,12,7,11.285714285714286,8,8,5,13.0,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Journalism and Communication,Secondary education,128.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Agriculture/Fishery,Technical,116.5,No,No,No,Yes,Male,Yes,18,No,6,12,4,11.5,6,10,5,12.6,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Management (evening attendance),Secondary education,133.1,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,149.3,No,No,No,Yes,Male,Yes,24,No,5,5,5,16.0,5,5,5,16.0,8.9,1.4,3.51,Graduate,Portuguese,Evening
Single,1st phase - general contingent,3,Journalism and Communication,Secondary education,146.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Industry/Construction,134.1,Yes,No,No,Yes,Male,Yes,18,No,6,6,6,12.5,6,7,6,12.666666666666666,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Informatics Engineering,Secondary education,135.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Industry/Construction,126.6,Yes,No,No,Yes,Male,No,18,No,5,7,4,12.0,5,10,3,13.0,7.6,2.6,0.32,Enrolled,Portuguese,Daytime
Married,Change of course,1,Veterinary Nursing,Secondary education,160.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,120.0,No,No,No,Yes,Male,No,21,No,5,11,0,12.285714285714286,5,11,3,11.666666666666666,9.4,-0.8,-3.12,Enrolled,Portuguese,Daytime
Single,Transfer,1,Informatics Engineering,Secondary education,150.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Machine Operator,133.5,Yes,No,No,Yes,Male,No,21,No,5,10,5,13.0,5,10,5,12.6,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Secondary education,130.0,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Professional/Scientific,Agriculture/Fishery,110.0,No,No,No,Yes,Male,No,32,No,6,8,5,13.714285714285714,6,8,12,12.083333333333334,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Informatics Engineering,Secondary education,111.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Services/Retail,107.5,Yes,No,No,Yes,Male,Yes,22,No,5,9,3,12.333333333333334,6,14,3,12.5,11.1,0.6,2.02,Dropout,Portuguese,Daytime
Single,Holders of other higher courses,1,Agronomy,Higher education - degree,130.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Industry/Construction,130.0,Yes,No,No,No,Male,No,32,No,6,8,5,12.727272727272728,6,8,10,12.7,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Change of course,1,Advertising and Marketing Management,Frequency of higher education,133.1,Unknown,Unknown,Student,Student,111.6,No,No,No,Yes,Male,No,20,No,5,5,1,14.0,5,5,0,12.2,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,3rd phase - general contingent,3,Management,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Industry/Construction,101.0,Yes,No,No,No,Male,No,23,No,5,0,0,12.285714285714286,5,0,0,12.2,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Social Service (evening attendance),Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Agriculture/Fishery,Agriculture/Fishery,108.3,No,No,No,Yes,Male,No,20,No,6,8,5,11.4,6,12,3,11.0,7.6,2.6,0.32,Enrolled,Portuguese,Evening
Married,Change of course,1,Advertising and Marketing Management,Secondary education,120.0,Unknown,Unknown,Student,Student,128.2,No,No,No,Yes,Male,No,20,No,5,5,0,12.285714285714286,5,5,1,10.0,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Married,Over 23 years old,1,Agronomy,Higher education - degree,110.0,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Agriculture/Fishery,150.0,No,No,No,Yes,Male,No,32,No,6,8,6,12.285714285714286,6,14,12,12.2,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Basic Education,Secondary education,133.1,Unknown,Unknown,Student,Student,142.8,No,No,No,Yes,Male,No,20,No,6,12,0,12.285714285714286,6,12,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Nursing,Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,100.0,No,No,No,Yes,Male,No,34,No,7,15,6,11.333333333333334,7,16,4,12.6,16.2,0.3,-0.92,Enrolled,Portuguese,Daytime
Single,Holders of other higher courses,1,Management (evening attendance),Higher education - degree (1st cycle),150.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Agriculture/Fishery,Agriculture/Fishery,150.0,Yes,No,No,Yes,Male,No,20,No,7,9,7,13.5,5,6,5,16.2,8.9,1.4,3.51,Dropout,Portuguese,Evening
Married,Over 23 years old,1,Tourism,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Military,156.5,No,No,No,Yes,Male,No,20,No,6,12,2,15.0,9,10,3,10.0,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Informatics Engineering,Basic education 3rd cycle (9th/10th/11th year) or equiv.,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Administrative,98.6,No,No,Yes,No,Male,No,28,No,5,10,0,12.285714285714286,5,7,0,12.2,12.4,0.5,1.79,Dropout,Portuguese,Daytime
Single,Holders of other higher courses,1,Management (evening attendance),Higher education - degree,130.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,130.0,No,No,No,Yes,Male,No,31,No,9,9,9,14.22222222222222,5,5,5,12.8,12.7,3.7,-1.7,Dropout,Portuguese,Evening
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,130.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Unskilled Labor,118.1,No,No,Yes,No,Male,No,18,No,6,0,0,12.285714285714286,6,0,0,12.2,9.4,-0.8,-3.12,Enrolled,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Labor,Military,120.0,No,No,Yes,No,Male,No,20,No,7,14,4,12.0,6,16,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Veterinary Nursing,Secondary education,142.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Unskilled Labor,127.7,Yes,No,No,Yes,Male,No,19,No,5,9,5,12.6,5,8,4,12.0,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,International student (bachelor),1,Animation and Multimedia Design,Secondary education,130.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Professional/Scientific,Unskilled Labor,130.0,No,No,No,Yes,Male,No,21,Yes,6,12,5,15.083333333333334,6,15,11,13.083333333333334,8.9,1.4,3.51,Enrolled,Santomean,Daytime
